Transaction_ID,User_ID,Transaction_Amount,Transaction_Time,Merchant_ID,Merchant_Category,Device_Type,Location,IP_Address,Card_Type,Is_Fraud,Latitude,Longitude,User_Registration_Date,User_VPA,Mobile_Number,Email_ID,User_ID_Merchant_End
TXN00221,USER0145,3288.44,2025-01-01T07:17:25,MERCH009,clothing,tablet,Johnchester,37.122.178.243,prepaid,0,44.005829,-0.522696,2023-11-12,williamwelch@oksbi,7876553007309,gclark@gmail.com,MUSER1798
TXN00222,USER0024,3731.83,2025-04-12T15:36:53,MERCH028,entertainment,desktop,Carloshaven,204.41.165.8,credit,0,-14.569464,-45.562439,2023-10-03,ocameron@okhdfcbank,0556057121988,madeline02@hotmail.com,MUSER5749
TXN00223,USER0095,1561.63,2025-03-17T19:38:46,MERCH042,health,tablet,Williamsfurt,129.10.28.222,prepaid,0,6.7957335,-47.310438,2022-10-10,mary25@okaxis,9277885190534,gracepennington@contreras-ali.com,MUSER5778
TXN00224,USER0014,782.12,2025-03-11T08:10:41,MERCH097,travel,mobile,West Johnville,203.106.143.248,prepaid,0,25.4503375,-122.103490,2022-05-12,christopherjohnson@okhdfcbank,4010424624561,lblackwell@yahoo.com,MUSER9677
TXN00225,USER0114,3311.38,2025-01-26T21:44:01,MERCH063,travel,desktop,West Amyburgh,223.80.32.155,credit,0,-14.052763,74.249463,2024-04-16,fullerbrittney@oksbi,1744600452128,jessicasmith@hotmail.com,MUSER2258
TXN00226,USER0194,2564.17,2025-05-03T16:06:08,MERCH045,entertainment,mobile,Port Dennis,195.212.169.244,credit,0,-19.3433895,-52.031874,2025-04-26,montgomeryamy@okhdfcbank,5114551293913,trujillorobert@sutton.com,MUSER9419
TXN00227,USER0152,2435.73,2025-01-08T04:21:25,MERCH086,groceries,mobile,Jamesborough,108.246.18.33,debit,0,74.532564,2.966663,2024-01-22,armstronganthony@okhdfcbank,4488189848416,kennethperez@hotmail.com,MUSER4175
TXN00228,USER0154,278.64,2025-04-11T01:51:41,MERCH027,groceries,mobile,Haysside,140.59.9.229,debit,0,-19.198018,-150.776582,2022-12-09,tonyawalters@okaxis,4615402119017,aclark@yahoo.com,MUSER4002
TXN00229,USER0075,1643.97,2025-02-25T13:22:24,MERCH001,entertainment,tablet,Michelleton,211.251.179.1,credit,0,48.7737985,-0.906063,2022-06-16,jacob34@okaxis,7568142983152,skinnerpaul@yahoo.com,MUSER2548
TXN00230,USER0098,2665.25,2025-03-13T11:05:37,MERCH030,travel,tablet,Prestonmouth,139.244.208.48,prepaid,0,-5.9769325,98.998415,2024-11-28,amandasanchez@okhdfcbank,9107322836084,nmcintosh@yahoo.com,MUSER3738
TXN00231,USER0019,1988.37,2025-04-07T08:28:28,MERCH095,electronics,desktop,Richardsonhaven,166.202.192.40,debit,0,26.9775595,-52.899216,2022-11-14,qtownsend@okhdfcbank,7830639638452,johnsonamber@vega-knapp.com,MUSER9908
TXN00232,USER0020,4311.24,2025-01-16T07:49:35,MERCH074,entertainment,tablet,Morrisonburgh,211.72.123.106,credit,0,-45.712493,-140.856295,2024-08-09,hillsavannah@okaxis,9694439164970,hannahmiller@yahoo.com,MUSER6285
TXN00233,USER0107,1451.13,2025-01-16T13:08:53,MERCH052,electronics,desktop,Donnaport,189.162.190.45,debit,0,-5.2970935,142.103597,2023-07-16,littlebeth@oksbi,6934292913203,kimberlymann@wilson.com,MUSER6180
TXN00234,USER0159,2303.18,2025-02-02T08:37:15,MERCH089,groceries,mobile,Bellton,192.150.144.84,credit,0,41.875569,152.627260,2025-04-28,rodriguezsara@oksbi,0162341903106,carmen41@gmail.com,MUSER5932
TXN00235,USER0063,2181.2,2025-04-30T09:24:56,MERCH052,travel,mobile,Hillton,57.255.89.49,credit,0,-49.395179,55.433720,2023-05-29,rodriguezjustin@okhdfcbank,5372215566847,bennettsharon@gmail.com,MUSER5447
TXN00236,USER0191,1700.87,2025-03-12T13:09:09,MERCH043,health,mobile,North Douglas,201.192.176.96,debit,0,59.162793,-128.637160,2023-12-01,christophersnyder@okaxis,2365337746040,danielsgeorge@moore.com,MUSER6939
TXN00237,USER0030,2655.37,2025-01-07T18:10:29,MERCH025,health,desktop,North Joel,220.64.87.220,credit,0,86.4746965,155.731558,2024-04-09,roberta36@okhdfcbank,7200784361424,griffinbrandy@pearson-charles.info,MUSER2570
TXN00238,USER0166,4076.11,2025-04-21T03:33:05,MERCH031,electronics,mobile,New Ericmouth,132.235.176.221,credit,0,80.900020,59.689343,2024-12-23,henryandrew@okaxis,2607819754373,ufox@hotmail.com,MUSER9755
TXN00239,USER0155,768.58,2025-04-22T10:40:09,MERCH098,restaurant,mobile,New Michael,183.252.209.147,debit,0,28.108808,130.813078,2025-04-07,tuckerconnie@oksbi,7642737203763,lkline@hotmail.com,MUSER6761
TXN00240,USER0161,2473.11,2025-01-23T00:42:31,MERCH097,travel,tablet,Lake Jacobhaven,168.60.75.43,credit,0,-75.7132765,-112.984351,2025-02-24,gracebrooks@okhdfcbank,1458414846019,stewartsarah@gmail.com,MUSER3354
TXN00241,USER0145,3216.74,2025-02-20T19:58:03,MERCH080,groceries,tablet,Janeborough,223.183.233.120,credit,0,-39.287185,-134.078911,2024-05-15,cynthia72@okaxis,3443899827802,rmartinez@nash.com,MUSER1211
TXN00242,USER0018,2347.26,2025-02-08T20:53:55,MERCH081,groceries,desktop,East Melissamouth,7.143.150.116,prepaid,0,-50.1049045,-147.418946,2024-07-15,kentberger@okhdfcbank,5869507321464,cooleypatricia@reynolds.com,MUSER3243
TXN00243,USER0130,375.58,2025-01-18T01:08:04,MERCH060,entertainment,mobile,Elizabethland,206.102.79.175,debit,0,-75.3522375,-162.098751,2024-02-08,wilsonmatthew@oksbi,9369995167933,ghensley@yahoo.com,MUSER9489
TXN00244,USER0074,388.27,2025-01-31T14:01:39,MERCH012,travel,tablet,Port Michael,76.220.220.195,prepaid,0,-28.297280,22.612469,2025-02-26,timothy99@oksbi,0557385736801,jacksonsteven@wall-west.com,MUSER5610
TXN00245,USER0149,2773.81,2025-01-27T23:12:47,MERCH095,electronics,desktop,Port Troy,187.206.30.203,prepaid,0,-40.8383755,-11.809386,2023-02-23,moorejudy@okhdfcbank,9236037681187,barneskevin@yahoo.com,MUSER7111
TXN00246,USER0083,3027.0,2025-04-01T18:16:08,MERCH065,clothing,mobile,New Nicole,111.168.156.190,credit,0,-80.373301,-145.088242,2022-05-12,leeanthony@okhdfcbank,3335104096149,gsloan@davis.net,MUSER8944
TXN00247,USER0088,4912.02,2025-04-13T01:55:09,MERCH011,travel,tablet,Hammondshire,84.74.46.108,debit,0,36.2311105,-111.529741,2025-01-23,holmeskathleen@okhdfcbank,3153911498307,kmoreno@williams.com,MUSER7750
TXN00248,USER0182,2191.6,2025-05-05T17:30:53,MERCH057,travel,tablet,South Stevenhaven,139.165.72.181,prepaid,0,-20.1466605,-146.712806,2023-09-20,michellewilson@okaxis,8207365118939,simmonstristan@gmail.com,MUSER6575
TXN00249,USER0096,4590.09,2025-01-26T01:20:13,MERCH050,entertainment,desktop,Shawton,51.118.198.205,prepaid,0,-46.0960515,57.253138,2022-06-02,anthonytaylor@okaxis,0655782019043,priceleah@lee.com,MUSER3671
TXN00250,USER0162,3238.29,2025-02-01T23:21:27,MERCH009,groceries,mobile,West Sarah,98.69.187.30,prepaid,0,35.3950165,-150.585470,2025-01-16,lunashelby@okhdfcbank,2302333247073,haustin@adams-johnson.com,MUSER2678
TXN00251,USER0073,1263.72,2025-01-16T07:30:49,MERCH085,travel,mobile,Jamesside,147.97.122.113,credit,0,27.153251,-18.148950,2023-11-18,joshua31@oksbi,0135462127602,sanchezemily@hotmail.com,MUSER4569
TXN00252,USER0170,711.43,2025-04-30T07:26:35,MERCH045,groceries,tablet,New Danielleshire,218.205.199.151,prepaid,0,-58.855033,147.887808,2022-07-18,jean47@okhdfcbank,0826112312616,nathan58@gmail.com,MUSER3532
TXN00253,USER0034,2977.23,2025-04-20T10:39:01,MERCH011,groceries,tablet,Port Michelleland,14.30.3.234,credit,0,42.851600,156.180624,2023-09-25,zgraham@okhdfcbank,2488899572989,pmckee@hotmail.com,MUSER9247
TXN00254,USER0085,4066.86,2025-05-07T10:29:08,MERCH086,restaurant,tablet,Port Ashley,201.253.253.176,prepaid,0,-79.050059,51.841795,2025-03-26,johngonzalez@oksbi,7629745493036,timothyramirez@robinson.com,MUSER4622
TXN00255,USER0024,3231.89,2025-05-02T18:47:46,MERCH055,travel,desktop,Dawnport,153.253.107.128,debit,0,28.5195385,-144.679124,2024-03-28,suzanne19@oksbi,6871912038187,kimjoseph@hotmail.com,MUSER4087
TXN00256,USER0047,4756.09,2025-02-27T18:08:32,MERCH044,health,desktop,Joneston,119.191.126.29,debit,0,5.7026385,-125.331733,2023-05-05,gabriel37@okaxis,9208283230898,angela14@dillon-villanueva.com,MUSER9612
TXN00257,USER0036,778.95,2025-04-01T04:27:26,MERCH038,health,mobile,West Catherine,165.27.235.128,prepaid,0,60.553239,-150.047994,2024-12-05,bandrade@okhdfcbank,3881588144582,richardjohnson@weaver.com,MUSER9717
TXN00258,USER0190,4418.99,2025-03-09T01:32:36,MERCH005,restaurant,desktop,Andersonstad,206.141.140.161,prepaid,0,40.2447525,120.249381,2024-05-29,lisa91@okhdfcbank,0673231829716,summersjennifer@hotmail.com,MUSER2867
TXN00259,USER0097,775.49,2025-02-16T22:34:48,MERCH024,health,tablet,Martinezmouth,67.61.29.251,prepaid,0,32.8789355,-151.973652,2024-01-19,kpatterson@okhdfcbank,5724500000015,jesus56@gmail.com,MUSER7837
TXN00260,USER0043,3607.31,2025-02-26T08:29:09,MERCH006,entertainment,desktop,Linchester,13.71.16.157,prepaid,0,42.3356065,-21.667767,2024-12-14,nathaniel17@okhdfcbank,9113717850902,alaningram@harper-boyd.com,MUSER8544
TXN00261,USER0114,3054.92,2025-03-05T13:57:41,MERCH097,restaurant,desktop,Jamesburgh,172.123.192.153,debit,0,-59.803460,24.792354,2022-09-11,pamelarubio@oksbi,5618444218299,tdominguez@macias-riley.info,MUSER2251
TXN00262,USER0080,4828.16,2025-04-07T20:23:19,MERCH061,health,mobile,Tylerland,183.180.12.142,credit,0,-50.2571345,35.651954,2023-10-31,brenda49@okhdfcbank,4781224890567,robin08@carr.info,MUSER2909
TXN00263,USER0147,4922.28,2025-02-11T18:38:44,MERCH060,health,desktop,Brandonport,191.15.12.40,credit,0,-56.8068185,-128.551525,2024-03-02,raymond12@okhdfcbank,8670090043655,markbautista@gmail.com,MUSER3150
TXN00264,USER0108,4831.51,2025-02-25T11:41:02,MERCH026,health,tablet,Port Danielberg,188.231.117.23,debit,0,3.846191,151.411475,2024-05-16,ruben25@okhdfcbank,5848266913624,eromero@gmail.com,MUSER1284
TXN00265,USER0014,3207.69,2025-03-13T01:23:30,MERCH048,travel,mobile,South Brettside,103.39.135.52,prepaid,0,-64.8803785,40.711929,2025-02-23,charlessandoval@okhdfcbank,5505429608070,blee@johnson-schwartz.com,MUSER8856
TXN00266,USER0032,1428.89,2025-01-15T06:40:58,MERCH098,clothing,desktop,Gordonside,161.230.166.98,credit,0,-35.310650,-54.848959,2025-04-28,dustin51@okaxis,3369987950982,jasminevillegas@hotmail.com,MUSER6705
TXN00267,USER0038,4156.08,2025-01-25T23:36:53,MERCH012,clothing,desktop,South Nathanielmouth,199.73.221.105,credit,0,-13.733071,141.894835,2022-10-11,floresalex@okhdfcbank,1040164818804,david22@rosales.net,MUSER6104
TXN00268,USER0107,271.02,2025-02-08T15:40:37,MERCH065,groceries,mobile,Porterton,85.80.137.247,credit,0,-41.5058035,174.186643,2023-12-26,jason95@oksbi,2877383638164,jenkinsrita@quinn.com,MUSER6940
TXN00269,USER0096,1126.57,2025-04-02T23:48:27,MERCH041,electronics,tablet,Hernandezhaven,98.140.89.121,prepaid,0,-44.8236545,155.011830,2023-08-07,annacruz@okaxis,2126942894642,davisamy@hotmail.com,MUSER3277
TXN00270,USER0038,692.31,2025-02-01T13:18:51,MERCH037,health,desktop,Ewingport,223.172.210.227,prepaid,0,46.5632525,-174.305654,2024-12-06,alisongarcia@okhdfcbank,3625863144170,joseph48@yahoo.com,MUSER8240
TXN00271,USER0195,3529.15,2025-04-20T07:25:01,MERCH058,travel,mobile,Thomastown,135.3.194.247,debit,0,-16.7730755,63.423310,2023-03-07,jennifer19@oksbi,4625540263558,moorejoshua@smith-burke.info,MUSER9570
TXN00272,USER0056,4175.64,2025-03-22T21:13:06,MERCH071,restaurant,tablet,Lauratown,215.72.8.187,prepaid,1,61.1955685,26.115495,2022-12-16,bfleming@okaxis,4301764644898,jacqueline11@hotmail.com,MUSER6604
TXN00273,USER0199,1444.07,2025-01-10T23:19:56,MERCH039,electronics,mobile,Jacksonfurt,23.192.19.1,debit,0,88.0096645,69.220357,2024-07-23,lisa33@okaxis,3153888245279,whitneyrobert@yahoo.com,MUSER3821
TXN00274,USER0160,2288.28,2025-01-07T03:07:45,MERCH015,health,desktop,East Andrewmouth,141.12.143.177,prepaid,0,67.2165815,49.837519,2024-10-12,langvictor@okhdfcbank,5040433335384,dakota75@oliver.com,MUSER5991
TXN00275,USER0162,2579.3,2025-03-21T16:29:50,MERCH031,restaurant,mobile,Salaston,214.162.139.18,credit,0,-32.9853415,152.973084,2024-06-29,robert17@okaxis,1632111978718,twilliams@anderson.org,MUSER1471
TXN00276,USER0158,1767.32,2025-04-19T21:55:18,MERCH074,entertainment,mobile,Whitneyfort,213.138.181.222,prepaid,0,66.644809,152.446874,2022-06-26,carolyngarza@okhdfcbank,9339137326530,pauljones@johnson.com,MUSER2943
TXN00277,USER0135,4873.4,2025-03-31T06:11:14,MERCH009,travel,tablet,Amyview,215.227.124.26,prepaid,0,-88.8925095,-125.626828,2022-11-22,barbaramitchell@okhdfcbank,0119875617868,christina29@hotmail.com,MUSER4643
TXN00278,USER0130,2772.99,2025-02-24T04:15:50,MERCH050,health,desktop,Jeffreyport,191.165.233.203,debit,0,51.2011855,2.330207,2024-06-19,buckjustin@okaxis,0230091561829,waltersgreg@reyes-james.org,MUSER3108
TXN00279,USER0096,1271.98,2025-03-03T13:31:01,MERCH003,groceries,mobile,Baileyview,152.76.232.211,credit,0,63.2196865,169.460776,2022-09-20,ijohnson@okaxis,3657744916093,kimberlyhudson@gmail.com,MUSER3332
TXN00280,USER0169,3143.14,2025-03-18T14:39:16,MERCH099,travel,tablet,Stephanieberg,133.14.209.120,credit,0,-41.5289185,-166.056345,2023-08-19,rogersallen@okaxis,5952014911894,qdavis@davenport.net,MUSER4712
TXN00281,USER0091,2732.34,2025-03-09T06:10:15,MERCH083,clothing,tablet,Douglasfort,81.90.61.9,credit,0,21.7816205,63.780605,2025-03-18,zdavis@okaxis,8433687509263,houstonlaura@martinez-valdez.com,MUSER6036
TXN00282,USER0123,3160.52,2025-04-20T03:11:37,MERCH018,electronics,tablet,Derrickshire,78.113.103.126,credit,0,-69.3746375,97.676556,2024-09-06,rcummings@okaxis,2399821374556,grayemily@hotmail.com,MUSER3053
TXN00283,USER0052,223.81,2025-05-04T21:02:13,MERCH026,electronics,desktop,North Craig,179.55.169.242,credit,0,-23.9226165,-3.802365,2024-05-02,karen61@oksbi,1404288605053,robert34@holmes.com,MUSER4438
TXN00284,USER0140,2369.63,2025-01-27T16:38:34,MERCH005,health,tablet,New Tiffanyburgh,191.56.238.116,debit,0,43.710592,135.579895,2023-01-24,troy06@oksbi,6660811260030,vwatson@james.com,MUSER3133
TXN00285,USER0200,243.78,2025-04-03T17:04:16,MERCH084,groceries,desktop,Port Tamara,131.201.81.223,debit,0,-64.685135,-76.662380,2024-03-31,heather77@okhdfcbank,5669106271531,lisa24@gmail.com,MUSER2287
TXN00286,USER0112,4447.99,2025-01-18T08:55:01,MERCH096,entertainment,desktop,New Joanne,5.102.136.92,credit,0,-1.776599,-122.014403,2022-11-03,cameronsharon@okhdfcbank,3455068826917,iacevedo@rivera.com,MUSER7960
TXN00287,USER0128,3461.88,2025-03-23T03:29:06,MERCH048,health,tablet,North Wendy,162.251.33.230,credit,0,-83.0308335,-124.868909,2024-05-26,johnsonbrandon@okhdfcbank,6829384401348,frank88@hinton.info,MUSER2830
TXN00288,USER0187,2125.38,2025-02-26T05:00:49,MERCH056,travel,mobile,North Kennethville,159.156.66.213,prepaid,0,-13.6888335,-173.402620,2025-03-02,taylorvictoria@okaxis,8735437882603,ashleyroman@russo.com,MUSER2273
TXN00289,USER0027,404.94,2025-01-27T01:25:01,MERCH085,groceries,desktop,Nelsonville,157.94.218.202,credit,0,-57.2533055,139.532201,2024-08-24,fperez@okhdfcbank,5910157090859,csullivan@ellis-lang.net,MUSER1308
TXN00290,USER0110,837.39,2025-05-06T21:13:43,MERCH057,groceries,desktop,Jennifertown,217.112.214.180,debit,0,15.8091515,-143.737340,2023-05-17,jenniferburnett@okhdfcbank,4492074926999,johnsonbrittany@peterson.info,MUSER8934
TXN00291,USER0091,3076.18,2025-04-21T06:03:08,MERCH056,groceries,tablet,East Cheryl,197.181.247.215,debit,0,10.2762945,138.303514,2023-05-21,villamiranda@okaxis,9964899718428,valerie96@bennett.org,MUSER8065
TXN00292,USER0164,2034.02,2025-04-11T01:22:54,MERCH066,health,tablet,Christopherville,9.232.233.186,prepaid,0,68.467782,-76.053986,2023-04-01,nicole01@oksbi,9693259140849,ssmith@gmail.com,MUSER1696
TXN00293,USER0008,718.18,2025-03-04T20:05:35,MERCH078,restaurant,desktop,North Jose,116.69.155.214,debit,0,-61.527073,127.740920,2023-01-27,valentinecharles@okhdfcbank,2312342669806,brennanmichelle@yahoo.com,MUSER4217
TXN00294,USER0061,3893.68,2025-03-06T00:09:54,MERCH047,groceries,desktop,Brandishire,109.192.185.177,prepaid,0,-3.150839,-112.364129,2025-02-25,hailey64@okaxis,8726176072348,mathischristine@miller.net,MUSER2766
TXN00295,USER0040,3396.91,2025-02-15T21:14:59,MERCH048,groceries,desktop,Lake Davidport,116.249.196.2,debit,0,-48.7212105,162.182050,2025-04-29,sarasilva@okhdfcbank,8935953828040,zgarcia@yahoo.com,MUSER1537
TXN00296,USER0136,1837.91,2025-01-23T19:11:49,MERCH041,restaurant,desktop,Michaelbury,15.211.81.8,debit,0,-82.249059,93.212536,2022-09-23,martinezmichelle@oksbi,6129965082695,ureynolds@gmail.com,MUSER9412
TXN00297,USER0007,3679.7,2025-01-30T17:53:47,MERCH064,travel,desktop,Adkinsstad,191.17.6.11,prepaid,0,-68.2397535,-42.407447,2022-10-18,qwalsh@okhdfcbank,6418696561308,danielswilliam@gmail.com,MUSER1971
TXN00298,USER0199,1305.15,2025-04-15T09:00:50,MERCH058,clothing,tablet,Port John,192.178.158.174,credit,0,33.542903,10.799206,2024-03-13,boydjohn@oksbi,6123859514346,shenry@hart-cummings.com,MUSER8685
TXN00299,USER0126,1004.89,2025-04-13T01:02:18,MERCH018,health,mobile,Ricestad,4.229.205.185,credit,0,87.043739,46.026415,2022-06-22,rstanley@okhdfcbank,3948400273008,heather59@lucero.com,MUSER2948
TXN00300,USER0183,2228.33,2025-01-12T23:48:48,MERCH012,health,tablet,New Amanda,99.136.227.179,credit,0,38.810121,78.449282,2023-01-11,kendra73@okaxis,9661016831139,brewerkimberly@yahoo.com,MUSER5145
TXN00301,USER0182,329.37,2025-01-23T13:43:03,MERCH070,groceries,desktop,Lake Brandy,7.144.89.58,debit,0,31.8845985,153.316782,2023-09-27,bakerkenneth@okhdfcbank,0016809414915,ccooper@summers.com,MUSER1709
TXN00302,USER0180,3190.31,2025-01-11T19:16:53,MERCH047,travel,mobile,Andersonchester,190.203.205.150,debit,0,78.673226,58.705863,2023-12-24,gomezmary@okhdfcbank,7628397620534,sjones@matthews.com,MUSER2085
TXN00303,USER0036,1187.5,2025-03-01T20:10:27,MERCH064,electronics,desktop,South Jonathantown,210.86.66.5,prepaid,0,-17.705383,-80.183130,2023-07-17,donnamoss@oksbi,0777946207266,richardmark@hotmail.com,MUSER5942
TXN00304,USER0120,4019.29,2025-01-09T19:03:56,MERCH071,clothing,tablet,Cooperland,198.34.53.103,debit,0,69.505491,-49.458508,2023-04-15,heatherjones@okaxis,9250817760299,monica76@thompson.net,MUSER1168
TXN00305,USER0102,4997.98,2025-04-02T16:00:40,MERCH093,entertainment,tablet,West Robertberg,198.235.156.215,credit,0,86.6322235,-106.087531,2023-06-12,abrown@okaxis,4068841333731,phodges@lucas.biz,MUSER2581
TXN00306,USER0148,373.38,2025-03-14T17:06:51,MERCH041,restaurant,mobile,Westfurt,136.130.231.170,credit,0,-88.441636,-156.339674,2025-03-07,taylorcruz@oksbi,5523561781703,ggonzalez@walker-cortez.com,MUSER3028
TXN00307,USER0133,1725.85,2025-05-07T21:41:22,MERCH100,travel,tablet,Davidside,183.32.71.59,prepaid,0,-1.570135,-147.524043,2024-05-16,ngarcia@oksbi,1192061363852,horndonald@lane.org,MUSER4365
TXN00308,USER0034,2165.93,2025-01-01T16:11:12,MERCH008,health,mobile,West Stevenside,183.89.104.116,prepaid,0,-78.2299115,-111.451917,2025-03-14,kathleen47@okhdfcbank,7895613371844,malonedawn@heath.info,MUSER4277
TXN00309,USER0043,814.02,2025-02-18T01:29:22,MERCH091,clothing,desktop,Reedview,1.57.198.197,prepaid,0,86.1400325,-12.675129,2022-11-15,melaniegarcia@oksbi,9029502648016,alexandria70@gmail.com,MUSER4027
TXN00310,USER0021,1256.77,2025-01-07T06:08:36,MERCH082,travel,desktop,Mendeztown,70.117.23.122,debit,0,77.0647935,133.813019,2025-03-06,jefferycox@okaxis,4037341678127,robert03@hotmail.com,MUSER6759
TXN00311,USER0158,2669.72,2025-04-26T07:58:49,MERCH065,restaurant,mobile,South Carlaton,57.190.183.40,prepaid,0,31.6286415,53.994181,2022-12-04,gparrish@okaxis,8221021798213,jonfrazier@gmail.com,MUSER1479
TXN00312,USER0040,860.15,2025-03-27T05:42:53,MERCH080,restaurant,tablet,New Jeff,82.131.74.220,credit,0,-2.7811685,95.482280,2024-08-15,kimberlylopez@oksbi,8629857973638,mromero@yahoo.com,MUSER2487
TXN00313,USER0145,210.77,2025-02-15T11:16:18,MERCH004,electronics,mobile,Barbaramouth,106.74.203.114,prepaid,0,62.782304,169.881446,2025-01-16,rodney49@okhdfcbank,1828560539707,danieljones@gonzalez.info,MUSER3384
TXN00314,USER0068,3257.39,2025-04-12T05:12:21,MERCH099,travel,desktop,South Kevin,43.53.97.214,prepaid,0,-55.2858735,12.062154,2024-06-10,thomasnancy@okaxis,6177067368205,woodsmegan@gmail.com,MUSER5544
TXN00315,USER0128,4445.54,2025-05-02T13:20:22,MERCH070,groceries,tablet,Peterston,175.134.77.102,credit,0,-33.261641,-12.932086,2022-09-25,allenpatricia@okaxis,6821223552165,maryblackwell@yahoo.com,MUSER6698
TXN00316,USER0176,2033.43,2025-04-12T20:10:30,MERCH059,electronics,tablet,Heatherchester,106.241.43.21,debit,0,-76.931959,133.353253,2025-04-16,josephalvarez@okaxis,5871469218219,steven62@hotmail.com,MUSER6770
TXN00317,USER0107,2423.83,2025-04-15T10:55:38,MERCH027,groceries,tablet,Allenbury,162.79.67.198,debit,0,82.776878,110.524312,2023-10-06,hbell@oksbi,5967908984369,paulhahn@yahoo.com,MUSER3630
TXN00318,USER0184,1599.99,2025-03-31T21:51:13,MERCH045,entertainment,mobile,New Robertchester,207.27.123.114,credit,0,-14.0451115,-101.818341,2023-04-20,gomezjason@okhdfcbank,8022050938694,hicksrachel@hotmail.com,MUSER9202
TXN00319,USER0028,1598.98,2025-02-17T03:48:09,MERCH060,electronics,desktop,Jamesland,161.122.187.134,credit,0,-3.2494875,-100.860363,2024-10-18,gshaw@oksbi,2495988114578,fbaker@yahoo.com,MUSER4962
TXN00320,USER0025,257.77,2025-04-15T00:14:33,MERCH050,health,tablet,North Joseph,204.80.254.78,credit,0,-75.092432,72.073651,2024-11-26,brian45@okhdfcbank,0715238676738,debra48@hotmail.com,MUSER9272
TXN00321,USER0041,4068.32,2025-01-15T03:11:58,MERCH074,restaurant,desktop,Port Kathleen,200.222.57.148,debit,0,-71.015147,-14.281685,2022-08-16,williamspatrick@oksbi,0974619177987,brianaallison@yahoo.com,MUSER2119
TXN00322,USER0128,4979.87,2025-04-04T02:08:20,MERCH060,entertainment,desktop,Port Rebecca,174.15.179.163,credit,0,56.8761285,143.910053,2025-02-01,mlee@okhdfcbank,8299687225893,natalie03@yahoo.com,MUSER2623
TXN00323,USER0101,2529.7,2025-02-11T03:05:44,MERCH031,clothing,tablet,Lake David,168.104.181.242,credit,1,71.676400,4.093206,2023-10-23,rthompson@okhdfcbank,0858062350405,ebarnes@yahoo.com,MUSER1229
TXN00324,USER0073,2477.0,2025-03-19T00:26:21,MERCH084,restaurant,desktop,New Marc,150.254.27.207,credit,0,12.378849,-23.736234,2023-12-14,gstone@oksbi,6957900124825,monica07@mcdonald-miller.org,MUSER9664
TXN00325,USER0028,2157.48,2025-03-01T21:21:07,MERCH034,restaurant,desktop,Michaelfort,158.12.33.140,credit,0,-65.156028,18.014092,2023-12-21,lucassusan@okhdfcbank,4428679632594,james11@yahoo.com,MUSER4555
TXN00326,USER0103,260.53,2025-03-04T04:23:42,MERCH072,clothing,desktop,West Lawrence,46.41.90.210,prepaid,0,17.0677635,-175.661095,2025-02-16,dariusjacobson@okaxis,3289463389156,deniseclark@hotmail.com,MUSER4138
TXN00327,USER0099,2523.76,2025-01-29T08:02:56,MERCH098,travel,desktop,West Angelashire,203.203.145.184,prepaid,0,-21.5049605,97.927648,2025-01-29,john81@okaxis,4152857256292,schneiderbrandon@rodgers-hogan.com,MUSER5617
TXN00328,USER0031,647.67,2025-01-30T14:17:19,MERCH013,entertainment,desktop,West Jerry,193.255.164.113,credit,0,-42.2155895,134.842530,2024-09-26,jeremy96@oksbi,9335895138186,jessica23@hotmail.com,MUSER3814
TXN00329,USER0094,3776.05,2025-04-17T22:10:48,MERCH026,travel,tablet,Jonathanfort,201.246.94.176,credit,0,-25.553982,173.087547,2024-03-16,olong@okaxis,5078468509574,matthew85@hotmail.com,MUSER9800
TXN00330,USER0012,199.38,2025-03-31T11:37:07,MERCH092,groceries,desktop,Lake Laura,95.64.147.27,prepaid,0,17.083537,-102.368260,2023-05-05,tyler23@okhdfcbank,3034918911797,john23@hotmail.com,MUSER1070
TXN00331,USER0156,4466.19,2025-02-05T17:43:29,MERCH018,groceries,tablet,New Arthurland,208.52.75.218,credit,0,-66.058696,-149.227822,2023-04-20,dana94@oksbi,0385934015364,cjordan@sutton.com,MUSER2616
TXN00332,USER0158,3697.9,2025-03-22T01:53:13,MERCH039,travel,desktop,Port Crystal,32.149.198.20,prepaid,0,-84.4938435,-52.553634,2023-06-14,daviswesley@okaxis,5471553132593,kjohnson@hotmail.com,MUSER4506
TXN00333,USER0137,2451.78,2025-02-12T11:18:27,MERCH073,groceries,desktop,Brooksfort,208.54.43.29,debit,0,-34.1056335,92.251460,2022-11-03,sstevenson@oksbi,7813675009421,brownjohn@richards-molina.com,MUSER9260
TXN00334,USER0173,552.47,2025-04-14T08:17:23,MERCH054,travel,desktop,Smithhaven,217.44.141.114,prepaid,0,-46.260943,120.352384,2023-08-03,georgemaldonado@okhdfcbank,1052769819878,millerhannah@hotmail.com,MUSER8777
TXN00335,USER0162,138.1,2025-01-04T07:53:25,MERCH061,groceries,tablet,Drakeburgh,5.48.241.42,prepaid,0,14.287953,-150.682936,2022-09-21,jacobyoder@oksbi,9270452388856,victoria18@gmail.com,MUSER7004
TXN00336,USER0185,261.52,2025-02-16T18:59:46,MERCH062,clothing,tablet,New Alisha,153.102.192.65,prepaid,0,18.0174165,46.592351,2022-10-28,suzannewade@okaxis,2586605986787,kaitlynwest@yahoo.com,MUSER4033
